post_id,inst_id,name,source,post_date,content,engagement,url
P000039,K946C064712,新北市私立土城育全幼兒園,新聞：自由時報,2026-01-22,幼兒園被爆無照教保員疑虐童新北教育局已裁罰13.2萬、1週內稽查全集團- 生活 - 自由時報。幼兒園被爆無照教保員疑虐童新北教育局已裁罰13.2萬、1週內稽查全集團- 生活 自由時報,,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5tdGVSXzV5bTZuNGc5ZE5NVjNKQS1UUmd4WXNSVndZVHVQby0yTjBJUnZrc2JSOXdZQXgwNV9La0psOF9uSUp6MTNZVGE2Xzc5Q0hyV3l0ZTlwTURmNE1CNHFoNmM?oc=5
P000040,K946C064712,新北市私立土城育全幼兒園,新聞：鏡報,2026-01-23,85歲變態阿公髒手伸進15歲孫女內褲 被錄音蒐證還詭辯「又沒剝奪妳處女膜」 - 鏡報。85歲變態阿公髒手伸進15歲孫女內褲 被錄音蒐證還詭辯「又沒剝奪妳處女膜」 鏡報,,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1GQWJqQVI1LXg0ZkxCZjZHYlJfUGFWSDZHMEJoYW82V0RKRU9yaVppWVZWZ0tkaTlTc0pwMTB3Wjk2NEl4Ri1vX3lMTWdveU1RdkE?oc=5
P000041,KC410E64ED5,新北市私立小綠芽幼兒園,新聞：中時新聞網,2015-03-14,幼兒園警局參訪 最愛警用大型重機 - 中時新聞網。幼兒園警局參訪 最愛警用大型重機 中時新聞網,,https://news.google.com/rss/articles/CBMibkFVX3lxTE4tNkMwRF83amw0akhmdjhpcnB4SGZtOUZESlpFSzJSZmJqUjNNdGlKcWdlYXA4QU95bGF6M0FNRW1MM3kzd0tyQTNlanhOdHJxdVJXQXlrVjdCTWxpblI0QUNQWVFCLThsdWJLUHRR?oc=5
P000042,KEB4C7059CB,新北市私立勵輝國際幼兒園,新聞：election.ltn.com.tw,2019-10-30,選戰倒數出奇招！立委推「大餅胖卡」免費發雞蛋糕超吸睛 - election.ltn.com.tw。選戰倒數出奇招！立委推「大餅胖卡」免費發雞蛋糕超吸睛 election.ltn.com.tw,,https://news.google.com/rss/articles/CBMib0FVX3lxTFB2TWIzMlI1SmU3Z3ZjUHg2RTZQOXhsdkN4eXNLWXdDV0tZNllNcjFaRnh2QnNkdTZjMFNTY0FlZmNJRzQ1ZWVjalRYcWtadkUzOVBoOGdvQnozZnBYLVpkR21pa2NyZ1dMQW5BQVlCcw?oc=5
P000043,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：勁報,2026-04-24,新北市私立吉尼爾幼兒園不當對待案件說明 教育局：6人遭處分、最重終身列管 - 勁報。新北市私立吉尼爾幼兒園不當對待案件說明 教育局：6人遭處分、最重終身列管 勁報,,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1PVVZ5Mi0tTzNuRzJ2bUlrVlN1ZXdJYTBQTVBlUmFtazJSYUdrMUtlZnNJdEFPRDRzdzk2RHBLaUVIMnJiZFNScnhCdTlIMEdsSlBSTjZ6Qm5qQ1VrZFFfbw?oc=5
P000044,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：自由時報,2026-04-24,教職員持剪刀嚇幼生 新莊私立吉尼爾幼兒園罰30萬、停招1年 - 自由時報。教職員持剪刀嚇幼生 新莊私立吉尼爾幼兒園罰30萬、停招1年 自由時報,,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBVTlUxX2ZydGwwN1EtaUsxeFRKT3kwSDd6dDdTWkk0TzNmbzdxMnRId3UyUGFfX1AyN1dSVDFKQWRfLXBWeVhWWXhWQTJNNDF3VVVjTDFpNVRUQWdiYU5DSC1lOHrSAWpBVV95cUxONkJwNkZCMDU0U293OFVtQjFwZG9oTlpjLU1XUHp5eGItVmlSQ1dGWTN3RE0zbUh0SHlMLWJ2UE53TmVDbHotVUtiWWljdjhXMmhMMm1JN2d3a285LXZKMUo4WWM0UlNoWUt3?oc=5
P000045,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：ttv.com.tw,2026-04-19,爆虐童遭開罰！ 新莊吉尼爾幼兒園最重恐停辦 - ttv.com.tw。爆虐童遭開罰！ 新莊吉尼爾幼兒園最重恐停辦 ttv.com.tw,,https://news.google.com/rss/articles/CBMifEFVX3lxTE9aYzJiTTlVZ2g5MWlwUmRDUmU0eXd5b1NtaEFSQWhzMHVlVmtNdnRzblJBNy1EODh1YjB3M01WTGhuTkJZQkNydXhTYTNUbEM1eXJRY0F0R3p0Q29lLTRvS3J4eUZreFJ3a0xrcVhBRkNBek5OMFJGV1hqdS0?oc=5
P000046,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：三立新聞,2026-04-13,新莊吉尼爾幼兒園遭爆利剪驚嚇、拖行拍打虐童！教育局重罰處分曝光 - 三立新聞。新莊吉尼爾幼兒園遭爆利剪驚嚇、拖行拍打虐童！教育局重罰處分曝光 三立新聞,,https://news.google.com/rss/articles/CBMiSEFVX3lxTE1oRnlTb2lDVDR0UVpaVGd3bFlmMFFjZ1MyZkZnMDJEMWd6WmNrRjRCUzZqZTVDQ2xYR3dPWjc4alg3VjVDZERIZdIBTEFVX3lxTE5YVVAyU21Ob1RVQ0Y3Y0pQZkl1YjdVdGV3alVUNGd5dnpQcnZrNWxDVkZMdnlOYnNhRGhQRjdsS2JKYlZaSmVDRXVOZno?oc=5
P000047,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：news.ebc.net.tw,2026-04-24,持剪嚇幼兒！新莊吉尼爾幼兒園6人遭處分 園所停招1年 - news.ebc.net.tw。持剪嚇幼兒！新莊吉尼爾幼兒園6人遭處分 園所停招1年 news.ebc.net.tw,,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9sMFJVbk9xYlAyVXMtVHYwdVlydndyUUVKSG5aUGhnTWk0SDRVOE9uLUI2dzBZQm9Ea0ptbENLVVVkR1kzd1BZSW5IZ3poTTl2V1FXVWJR?oc=5
P000048,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：ETtoday新聞雲,2026-04-13,新莊吉尼爾幼兒園「拍打拖行幼童」　遭罰24萬、最重勒令停辦 - ETtoday新聞雲。新莊吉尼爾幼兒園「拍打拖行幼童」 遭罰24萬、最重勒令停辦 ETtoday新聞雲,,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9QOHJOVHFldDZJemJ3d2NHeUZQSnlUS0hBSHN4UjBodFV6UWJoeG1WY3A1czVUQ3NiMmw4dkwtUnhwc3h0WU5GS1RyelAtY2NDZmhZOUp4MzF5U1hhamfSAUtBVV95cUxNVmpLNUwwMEtPTGRiT1I2NkN1TXNRcldSYTVyRkVBMWNFZkEyemUzNHc0VC1xYldEazQ2TTFBMHJoRHVSazlDQkkwTVE?oc=5
P000049,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：UDN,2026-04-13,新莊幼兒園不當對待延燒 民代籲強化監管、落實零容忍 - UDN。新莊幼兒園不當對待延燒 民代籲強化監管、落實零容忍 UDN,,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5qNHZJcTJCSEdnQ05NQjZ2MkI5cnNnMzlFX1VxQnJrcUFLUU1rLWN1Tk96eUQyNDZPZEh3VjVCM251U1hkMjc1bDRodzBZY05J0gFWQVVfeXFMTkVla3F6a29jR2xyZUUxME9QeXVnVEh2aXd1MDlpb3MwdFNZeDdqODhKbDVEMFRvdGd4SEhOWGlndEpHTGRRTDdrTHRQM1pYZFZpRGtZRGc?oc=5
P000050,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：青年日報,2026-04-24,新莊吉尼爾幼兒園爆不當對待 6人遭處分、園所停招1年 - 青年日報。新莊吉尼爾幼兒園爆不當對待 6人遭處分、園所停招1年 青年日報,,https://news.google.com/rss/articles/CBMibkFVX3lxTE14QllSVjctaWxFdlg1aEZrdkJlWUMxM3A1bldTUzNiSTNsNlBwSEE1eHg5aFgwdkVDSmh0d01Obkk2ZVQ0VGs2NTh4eTZQUG1MaDZ1dC03NU1vQ09XRmtwNFZOdVVVcmFOR0l1Zm13?oc=5
P000051,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：Yahoo新聞,2026-04-13,童遭拍打拖行、持剪威嚇 新莊吉尼爾幼兒園被重罰39萬發聲道歉了 - Yahoo新聞。童遭拍打拖行、持剪威嚇 新莊吉尼爾幼兒園被重罰39萬發聲道歉了 Yahoo新聞,,https://news.google.com/rss/articles/CBMinANBVV95cUxOM2VDNGN4b2MySTYwNktmOWpxaFhSckVqWGpCalpSTm1CNUhzODdCSWxxQS0tTjJldGVXS1BBRHk0WHZfOW5kTlY4WDRzRXhtUVpvc25JQ1VQdjVoa1pTcF80SzFtWFlQWU1tSk1OOWx3ek1qRmp6NTgtRm9rRjBmNGZOckZfcmpGeHhTbUs4U3Nmc0tIWThnRmdYVXI0R2lfYjJSLU9EODFrVm1HWm9WOVh6ZUJoUjhRdUk3d3J4MVZJRHZUaDVmVExCZG5GUmNTME1WR0d5azdfRkNFMi1lV3FHdWFhOGM1bWpwU0lQUU1yRTZnRjg0cGNzTTJYandUVnVtYjR2UFI1c0dhMVVYNllCS09qcmJFbVduUUEyZl9fVkk5VWZOOHNNNGhQWGNUVjBxck82aHdVNnczZ2hMekhVXzByTnBPOFFtNFp5S3lEOWxtUUdSVlBhbkItUkZVMnlDbDNlMkNSWElabl9pNGR2MXZaX1FVeGkwbzNUVEdEckNGR2V1VFJWTkZabFZEUTJYZHRMblJNN1hN?oc=5
P000052,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：Mombaby 媽媽寶寶懷孕生活網,2026-04-13,新莊幼兒園爆不當對待！群組要老師「動作輕點、檢查書包是否有錄音筆」教育局重罰並擬勒令停辦 - Mombaby 媽媽寶寶懷孕生活網。新莊幼兒園爆不當對待！群組要老師「動作輕點、檢查書包是否有錄音筆」教育局重罰並擬勒令停辦 Mombaby 媽媽寶寶懷孕生活網,,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1RT3ZJV0xNT21HMkdlOVBlYnhOOE53VUFVU0VKY2VPZE9jNDdlV29kblFOc1U3MXFPQ2Z2VVNBV1Q5cDVuQVZobmtOM0lxeUtlWExKRGhB?oc=5
P000053,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：TVBS新聞網,2026-04-13,新莊吉尼爾幼兒園爆虐童！3教職員拍打+拖行 教育局重罰24萬 - TVBS新聞網。新莊吉尼爾幼兒園爆虐童！3教職員拍打+拖行 教育局重罰24萬 TVBS新聞網,,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBTM2RFMW5mZmdOUlJIc3MzTmIxVmRvSjNPNzNCM1dIVG5fNGxEYjdKemQ3RmZfTEtkRDh2VmxkZkMwOXBpT1Voak9POGNBelE?oc=5
P000054,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：中時新聞網,2026-04-24,新北私幼爆虐童6人涉案 院方停招1年、教保員終身列管 - 中時新聞網。新北私幼爆虐童6人涉案 院方停招1年、教保員終身列管 中時新聞網,,https://news.google.com/rss/articles/CBMibkFVX3lxTE9UQ0hUVWU1a3pQMTZqeENqaXoya3lwUFE3NFNOM1lPX1NFbEQxMzBSRGZGQmR4NW1STFFqSDdESlZ0Ql96dzEwRlI5Q2o4eWQ1NlZPQWhlYlFmdko2YUpTbkxOaE9laHdJenpRZEFB?oc=5
P000055,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：知新聞,2026-04-13,2歲童夜半驚醒不敢上學！竟在幼兒園遭拖行、剪刀恐嚇 教育局開罰公布姓名 - 知新聞。2歲童夜半驚醒不敢上學！竟在幼兒園遭拖行、剪刀恐嚇 教育局開罰公布姓名 知新聞,,https://news.google.com/rss/articles/CBMib0FVX3lxTFBDalQ2d1hpSzRZbG15RE95SHRuVS1pdDVnaUltTmQ3N0NhT1lRQmRQTTBkdHRQWG00b0dQTDdSSUdPY1JoSmRaZmFZVm5WNGd3d1lIVU12WEMwd1RNNVJMc1h5WUFURkNxM2RZanZQTQ?oc=5
P000056,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：鏡週刊Mirror Media,2026-04-13,幼兒園遭爆不當對待！教育局處分曝光 - 鏡週刊Mirror Media。幼兒園遭爆不當對待！教育局處分曝光 鏡週刊Mirror Media,,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9YeFhjaWdvd21HUWRVZzI3cDMzNUR6MGhMTE1haGZROHZzMUcyYUdRdEZuRmhibVcybGZOWU9QaG43Vmc5QUJiVWZMc3JmM3F0QXVMbWVUTndmWVJO0gFiQVVfeXFMTzJwOF9QN1pMMG9CTm5OMkk4VERzX2tnZXFxQUN3N0l0bkk1bXJKSTNYb3ZOV1RVelhUZllER013eTRMSnhBNHNqOUxVVFFpZlJBNkJhV01qNFVwaTFVYmRQWXc?oc=5
P000057,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：UDN,2026-04-13,新莊幼兒園遭控不當對待 園方回應：監視器爭議未釐清 - UDN。新莊幼兒園遭控不當對待 園方回應：監視器爭議未釐清 UDN,,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5aRTNzVklHTmNNd3ZTMVhyQ2c1NFNRS0g1N2tWVmk0dE1oamttTnQtVmhqcV93ZVBQa0lqODl4UTRWM3NkRDR6a1dBTmlub3E30gFWQVVfeXFMUDV3dXRCeHJ5V3dWSUFaemlHV1h6U0JDbi1GeG5acGc5VV9qLUowX1JfUWRrbnl2cnVobldfc2dlU1NUdWxaclU4UlZfV2ZIUmRhd1JfLVE?oc=5
P000058,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：自由時報,2026-04-13,2歲幼兒被拍打拖行、持剪刀恐嚇 新莊私幼最重可勒令停辦 - 自由時報。2歲幼兒被拍打拖行、持剪刀恐嚇 新莊私幼最重可勒令停辦 自由時報,,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9DLW12SVN5MHU0QWlSb0o1TFFsTXVfanMxaDBsQzE2T1oxUjAxU0JYLV90N3o0b3lVVHk2TjZHVjkzOFI2RjR3c2NWUDMyTTRVMlVQdHU5eHRoRm8xS1BsMDhRRVbSAWpBVV95cUxNZWFDekRXdlMzMGIyd21sQUVzczBkV3pFVWFPeGFFVFNRdWk1MW1NeHFNRnhUN2U2dGp4aHJacV9BZ0xVcXFkTjIxd0pTMUozdEQxbDZUWjhOOHVYSkd3MjNqdEptb0ZyYkdn?oc=5
P000059,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：三立新聞,2026-04-24,新莊幼兒園爆虐童！6師施暴拍打、剪刀嚇童遭處分　園方罰30萬停招1年 - 三立新聞。新莊幼兒園爆虐童！6師施暴拍打、剪刀嚇童遭處分 園方罰30萬停招1年 三立新聞,,https://news.google.com/rss/articles/CBMiSEFVX3lxTFB3YWNPd3FrNFVIOWY4ZGZ1Vi1SSUNLRzU2MUNGZU40SUZPSWpUV1pKYjV6R21mMVR1YU5wWE1SSFVNYkx1akNMRdIBTEFVX3lxTE9ibjROQzVvS0R5c3ZqMEF3clM1NTYxM3JmWHZlYm0tdWt4RTlEY3IzdTI0bmN1RWZFRHQtUTk4X2VLOU1VYWZSMG1yRG8?oc=5
P000060,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：UDN,2026-04-14,拍打、利剪…新北私立幼兒園涉不當對待幼童 裁罰2人 - UDN。拍打、利剪…新北私立幼兒園涉不當對待幼童 裁罰2人 UDN,,https://news.google.com/rss/articles/CBMiUEFVX3lxTE96MjNPNXFQXy1xa3lrcXlQcmN5cHptSHRxWkFLUUprV1MyTU5lSFZjVnF2U3NIUmQ2bmxlM0s0NlR0UjJJSEU2UUF6Q1JRTjJC0gFWQVVfeXFMT19SOUR1dFBld1Q3bXhObW1taUJLcVo4VDNfVFBESkl2RUZjekdCNUpvSlZRZy0zbFNxd0RzS0s4MWoyVDZKSlltNTB1eWQ5bnNlYjVHSkE?oc=5
P000061,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：UDN,2026-04-13,2歲幼兒遭拍打拖行不當對待 家長配秘錄器蒐證、教育局開罰 - UDN。2歲幼兒遭拍打拖行不當對待 家長配秘錄器蒐證、教育局開罰 UDN,,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9QVHdnTF9iZVg3UjBJWTh4THVqVnBTLWwwYkNXYVVyV1FmRlBiWVlOYVpsdS1hUnhENlozZEd4RGNBSHZrZF8zVlRqUURuUVF20gFWQVVfeXFMTVBUcGJBczUtbzhfVzhjcUNUUWN4R0J5UVliNG5uTEtxQ0ZQMWVFMjhBaTBvcjMwLTFqZmJmdy1CeHliWThMV2d6clo1bWtLaDFweGJKSFE?oc=5
P000062,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：news.nextapple.com,2026-04-14,新莊幼兒園「拍打、拖行」學童 教育局不排除勒令停辦 - news.nextapple.com。新莊幼兒園「拍打、拖行」學童 教育局不排除勒令停辦 news.nextapple.com,,https://news.google.com/rss/articles/CBMif0FVX3lxTE9HVXdJSTh1eDdRWnRvLXFlNjZrb1dyTlI3RHZFUVBVM29hbXhYdW9aZjA5bkdUbzdkYjRaYnlEUjkzSEVpc0s4dVNPMjBqaTVlcEZDQjZSR1M2eGVkbFhqeXoxczM3MHppd0FkX1FRSnM2cmc1QUNyd2QtU1BiN00?oc=5
P000063,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：UDN,2026-04-13,【即時短評】親師互信崩解 幼教現場怎麼了？ - UDN。【即時短評】親師互信崩解 幼教現場怎麼了？ UDN,,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5Zczl5SmhERWcwZU0tckIyTFk3ZkYtb3pNdHJkbGloZVQtbXhpUWVydEVFay1qd2hrVDJaSlp4LURNZmJCUFJZZGp5cF9NSjIzbnfSAVdBVV95cUxNbTNldFFFXzdqbXctT1o4U2g5U19kWG4zMldSQUZPaWhMN3ZoMFNyTjduVXJ0X3R2UXRWM09NeW9wa25STUthV1ZZd09xYTlBTkFWTFBfakU?oc=5
P000064,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：蕃新聞,2026-04-14,拍打、拖行！新北私立幼兒園涉不當對待幼童 裁罰2人 - 蕃新聞。拍打、拖行！新北私立幼兒園涉不當對待幼童 裁罰2人 蕃新聞,,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5ESFBpNFkwRGwybF9MRU82NzFpc2RVZWFXQnBZTnVKSEZCM1RaUkxqYndwVE9lUlhOVGRWTTQxNVRBdGhfSXNncWpPNWhzV1VadkE?oc=5
P000065,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：中時新聞網,2026-04-14,新莊 母錄音蒐證 控幼兒園不當管教 - 中時新聞網。新莊 母錄音蒐證 控幼兒園不當管教 中時新聞網,,https://news.google.com/rss/articles/CBMia0FVX3lxTFBobW1hbXE1VnF2Zk1sMHJwOUptQmNHRjEzWFBRMzk0VmhjY3ZzcVREZ21lUmdnZm5jQUliSFlHajZvYkJQb095RnJoczExckpUYWxTVmU1YjB0ZzFLT3ViMW8wbzUxM1J6QlRn?oc=5
P000066,K79791C2A87,新北市私立吉尼爾幼兒園,新聞：壹電視,2025-10-23,新北幼兒園爆不當管教 家長控「師」暴幼園反指想像力豐富 - 壹電視。新北幼兒園爆不當管教 家長控「師」暴幼園反指想像力豐富 壹電視,,https://news.google.com/rss/articles/CBMif0FVX3lxTE1tNno0dmlYX3VBdjc1eUk1c2NQc25NTWFEWmlxX3hsTzVFX2hKMm5IZmlNbUpZaXplZlJIb0tQTlZOcnBvSnhGWXJBS1VXbC05NzNmX21LdmJrY3VkaExMT1pMSWh2Y0xaMEswYlNhd25PNXBjRzlZbFVBVTh4Q3c?oc=5
P000067,K85371D9ACE,新北市私立尼爾生幼兒園,新聞：ETtoday新聞雲,2013-12-05,新莊尼爾生幼兒園5歲男童墜樓亡　市府重罰30萬 - ETtoday新聞雲。新莊尼爾生幼兒園5歲男童墜樓亡 市府重罰30萬 ETtoday新聞雲,,https://news.google.com/rss/articles/CBMiXEFVX3lxTE8zeGJYb1pHVkhLUDYzUU5VTDNySHFwaU4yRGU1OEtZX2xPenhGYUNyVUhCU3RFb0pENGxQWHJOdW1KOVNHY1pia2FldTRPS0dsUlQ2Q1dwSDRYMlZx0gFKQVVfeXFMTXA3dDQxa05mcWNwUGpYYTFlTWFCa0pEdWNVY0FlNTlCSF91UWoxcTFjeXdnQ3ZoU2dSTmVqUUlFU0RPMms1YmZaQlE?oc=5
P000068,K85371D9ACE,新北市私立尼爾生幼兒園,新聞：自由時報,2013-12-04,童幼園墜樓 師下跪 - 自由時報。童幼園墜樓 師下跪 自由時報,,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5fekswOHF0ZmdHbVRMdGU2RFNjS0ZQd1k5bjFOMmFONzNqbnhmMDVTY3ZveWpMaUxPeVByVUdkUklleVYwTmEwdnZCMlFEdGw3bUFhSUJDSG1LYjJUb3fSAWNBVV95cUxOUnVtdXEwNldUdlVOay1YeER3NjRWQ1NEQjE5U3BoUjNpallTX0tmMXF5b05iTkc3WGo4YnJ5dTZqUUh6MG9OZWtteVc3aTlSaDM5emFCbjVXYkQ0VGVlUGZXa2M?oc=5
P000069,K85371D9ACE,新北市私立尼爾生幼兒園,新聞：自由時報,2013-12-04,男童墜樓意外 事發廁所違建遭重罰 - 自由時報。男童墜樓意外 事發廁所違建遭重罰 自由時報,,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFA5NnF0cVh6ZU1wQ09EOHpkczZNV1Vxc0x6czhzamlLelVOTi1sWW83bXBqajlveTdKb2VtUHlnbm9BX0h0YU9fTlBtU0t6OTFIRWNvLU52akltR0tEVzVtVEtGR0d1QknSAWxBVV95cUxOTU1WV0t2NXpWMlBQc0JJV3RqUUdpNm9Ia3hBSE1oS1M4elBMekFCREFRU3NxLXFIYldTQkM0UlkyVnYwclRBRVRhUnM2dlQ3SE9jSFo2NE13VTdmR0QzMVRPbmdUQm9vN2l0TjI?oc=5
P000070,KBBC1443FA5,新北市私立心慈幼兒園,新聞：知新聞,2026-06-16,灌救片｜桃園龜山工廠驚傳大火！巨大火球炸出「恐怖蕈狀雲」 市府急列「空污警戒範圍」 - 知新聞。灌救片｜桃園龜山工廠驚傳大火！巨大火球炸出「恐怖蕈狀雲」 市府急列「空污警戒範圍」 知新聞,,https://news.google.com/rss/articles/CBMib0FVX3lxTE5lcjdlZ0tWWE44UnlrMG92eHVCTG5hVkpPS0c2VlZ6bEd6b0V3VWFNOG91aEkza1VIR1BlSXpjcHlWaHJ0Z0xESS03ZEQ5SnBnNXdidVNsMXN1cTFWdUc5SFBTenBPVk5fYU40N3BjWQ?oc=5
P000071,KBBC1443FA5,新北市私立心慈幼兒園,新聞：NOWnews今日新聞,2026-06-16,桃園龜山工廠火災！黑濃煙狂竄　環保局急發空污警報：範圍跨新北 - NOWnews今日新聞。桃園龜山工廠火災！黑濃煙狂竄 環保局急發空污警報：範圍跨新北 NOWnews今日新聞,,https://news.google.com/rss/articles/CBMiTEFVX3lxTE5aYWNGTE04alhpcnctOXNvenlBMnhKNFlveF9Ma1RPNVN5ZTAzTks4cXVEaVlrOWJvYnZZSmZXLTQ5cVlzQ2hrT3d4QzHSAVJBVV95cUxPUUJUZmlYOXpBblpUb0lWcUF3b2N6cGNVblFMdTREbXk3MFFwWFBlVWhwMzBTbDRQaDJEQTJNUEZNc0dGYzBVLTRlRHZyQ3VBZW9R?oc=5
P000072,KCE3206B731,新北市私立晨光幼兒園,新聞：知新聞,2026-06-16,灌救片｜桃園龜山工廠驚傳大火！巨大火球炸出「恐怖蕈狀雲」 市府急列「空污警戒範圍」 - 知新聞。灌救片｜桃園龜山工廠驚傳大火！巨大火球炸出「恐怖蕈狀雲」 市府急列「空污警戒範圍」 知新聞,,https://news.google.com/rss/articles/CBMib0FVX3lxTE5lcjdlZ0tWWE44UnlrMG92eHVCTG5hVkpPS0c2VlZ6bEd6b0V3VWFNOG91aEkza1VIR1BlSXpjcHlWaHJ0Z0xESS03ZEQ5SnBnNXdidVNsMXN1cTFWdUc5SFBTenBPVk5fYU40N3BjWQ?oc=5
P000073,KCE3206B731,新北市私立晨光幼兒園,新聞：新唐人亞太電視台,2024-11-28,【廣告】晨光幼兒園 - 新唐人亞太電視台。【廣告】晨光幼兒園 新唐人亞太電視台,,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPMnRkM1U3Z0xuWnZqdlA0STJpREpvUnZrdXdQam9kNDZHNFk5ek5IWlJybV92MENtLWZHaGxyMjFaZ2VIV0Z4VXB5NFUwdk80LUIyY1pnRDdsbHJhYWNqeEdwaTBlR2NJRUxGMTZZVXRZSkF5aXRDQ2pGdXFLR19BOWs0SFFDQmE0YnlQYW9nRjlNU3g4Yi1fblFnOEVoUk1tdkhHWWw2NmRCcThkSGRkS2JFMGUzZEVqSnN2Z0VFcFJ0OVMySXZiRXlFbzItSk5jaXc?oc=5
P000074,KCE3206B731,新北市私立晨光幼兒園,新聞：觀傳媒,2023-12-02,（有影片）／家扶基金會五年來的愛心融化 共融嘉年華感動現場 - 觀傳媒。（有影片）／家扶基金會五年來的愛心融化 共融嘉年華感動現場 觀傳媒,,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5IQ3dLMlhYTXNzejVMbkhqNHIwV3ZsWHJNeVQxbGR3Q0RBR3FDaW9UZl9sYVdCSk5xcVk3NkNzOUt4OEo3N1ZXMkhiRlMzblkzWG9vSTRrcw?oc=5
P000075,KCE3206B731,新北市私立晨光幼兒園,新聞：台灣民眾電子報,2023-01-10,社區一家親 岡山榮家拜訪幼兒園共推代間學習 - 台灣民眾電子報。社區一家親 岡山榮家拜訪幼兒園共推代間學習 台灣民眾電子報,,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE9RT01SalhLUXNtRm12bldPQ0dIeWNZTGdLRXNwemIzUkFHNmtYTzBkUncxT044QWR2QkRwS1M1cFZJZms?oc=5
P000076,KCE3206B731,新北市私立晨光幼兒園,新聞：TCnews慈善新聞網,2023-11-27,無國界婦嬰綜合服務 希恩之家燕巢新院啟用 - TCnews慈善新聞網。無國界婦嬰綜合服務 希恩之家燕巢新院啟用 TCnews慈善新聞網,,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1xUlQtLWxZazNTdDhXdjR3NW9xMnhrN2JJeHRJZlNHanFqNHNYYl83SXE1VHUyZENGOFZaR2lBQ0dSeVFYT0lnamNZVVdSOVU1X2ViMHB5bGVwQQ?oc=5
P000077,KCE3206B731,新北市私立晨光幼兒園,新聞：基督教論壇報,2023-11-24,讓孩子在上帝的愛中成長！高雄希恩之家綠建築新院舍啟用聯手社會局打造無國界婦嬰安置中心 - 基督教論壇報。讓孩子在上帝的愛中成長！高雄希恩之家綠建築新院舍啟用聯手社會局打造無國界婦嬰安置中心 基督教論壇報,,https://news.google.com/rss/articles/CBMijwFBVV95cUxOdFNqRmppWGFqWkRkVHFxcTFNWThUbFJZNXYwdEV5eGdkU0dYQWVJcVlsb0hWVk9rOUx1ZHAyWGI4Wnd4cEhEVm5RSzdpeE9fWG15eTVjeEgzSXZtMXJTRU43b1ZPbjktVGhzeHBZT3FrWHI2aVM2a1BaU0VzTDNBcG9IcFVhU2Z2OWllRndwdw?oc=5
